City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Tigil,RU,57.8,158.6667,2.53,94,100,0.45,light snow
348,Gouyave,GD,12.1646,-61.7296,78.8,83,20,8.05,light rain
349,Padang,ID,-0.9492,100.3543,84.2,65,75,3.44,moderate rain
350,Riyadh,SA,24.6877,46.7219,57.2,82,0,2.3,haze
351,Ulaangom,MN,49.9811,92.0667,-22.36,83,100,2.17,overcast clouds
352,Nouadhibou,MR,20.931,-17.0347,62.6,88,0,8.05,clear sky
353,Brownfield,US,33.1812,-102.2744,30.2,93,90,3.06,mist
354,Boa Vista,BR,2.8197,-60.6733,77.0,88,75,2.3,light rain
355,Mount Gambier,AU,-37.8333,140.7667,84.2,24,40,13.8,scattered clouds
356,Talnakh,RU,69.4865,88.3972,-14.13,88,100,1.88,overcast clouds
357,Nioro,GM,13.35,-15.75,65.71,70,0,6.24,clear sky
358,Isla Vista,US,34.4133,-119.861,57.99,47,1,3.44,clear sky
359,Bagdarin,RU,54.4333,113.6,-5.03,84,100,4.5,overcast clouds
360,Newport,GB,51.5877,-2.9984,34.0,95,28,1.01,scattered clouds
361,San Andres,CO,12.5847,-81.7006,80.6,78,20,8.05,few clouds
362,Rundu,NA,-17.9333,19.7667,76.23,74,100,5.28,overcast clouds
363,Teya,RU,60.3778,92.6267,-1.82,87,100,8.01,overcast clouds
364,Karaman,TR,37.0833,33.25,46.56,60,100,15.93,overcast clouds
365,Virginia Beach,US,36.8529,-75.978,39.99,85,100,1.99,overcast clouds
366,Marawi,PH,7.9986,124.2928,82.99,83,100,4.0,overcast clouds
367,Moranbah,AU,-22.0016,148.0466,71.87,89,100,23.82,overcast clouds
368,Erdenet,MN,49.0333,104.0833,-2.61,87,33,4.34,scattered clouds
369,Tessalit,ML,20.1986,1.0114,76.71,17,0,11.39,clear sky
370,Timra,SE,62.487,17.3257,26.01,93,90,1.77,overcast clouds
371,Campos Belos,BR,-13.0367,-46.7717,69.31,82,14,3.49,few clouds
372,Mackay,AU,-21.15,149.2,77.0,88,90,17.27,moderate rain
373,San Rafael,AR,-34.6177,-68.3301,65.48,62,85,5.55,overcast clouds
374,Chernyshevskiy,RU,63.0128,112.4714,-6.63,92,100,5.23,overcast clouds
375,Muswellbrook,AU,-32.2667,150.9,73.99,53,0,10.0,clear sky
376,Roma,US,43.2128,-75.4557,12.0,78,1,4.38,clear sky
377,Shu,KZ,43.5983,73.7614,17.01,81,0,1.01,clear sky
378,Sfantu Gheorghe,RO,45.8667,25.7833,30.99,94,50,1.97,scattered clouds
379,Provideniya,RU,64.3833,-173.3,-7.01,82,7,5.84,clear sky
380,Mecca,SA,21.4267,39.8261,79.43,40,0,4.41,clear sky
381,Wanning,CN,18.8003,110.3967,61.84,71,64,14.2,broken clouds
382,Mayumba,GA,-3.432,10.6554,80.56,75,45,3.09,scattered clouds
383,Tibati,CM,6.4667,12.6333,79.0,18,99,3.11,overcast clouds
384,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,86,90,6.91,overcast clouds
385,Sibut,CF,5.718,19.0739,84.72,42,47,4.97,scattered clouds
386,Lokosovo,RU,61.1333,74.8167,-6.3,91,83,3.31,broken clouds
387,Coihaique,CL,-45.5752,-72.0662,48.2,87,75,2.3,light rain
388,Umm Lajj,SA,25.0213,37.2685,81.75,39,0,11.07,clear sky
389,Pasighat,IN,28.0667,95.3333,76.93,33,42,3.38,scattered clouds
390,Raga,SS,8.4596,25.678,81.93,19,54,8.93,broken clouds
391,Henties Bay,NA,-22.116,14.2845,64.58,87,100,6.53,overcast clouds
392,Yatou,CN,37.15,122.3833,23.49,92,87,10.96,overcast clouds
393,Vredendal,ZA,-31.6683,18.5012,68.32,72,100,4.0,overcast clouds
394,Furukawa,JP,38.5717,140.9556,32.0,55,20,2.3,few clouds
395,Mutoko,ZW,-17.397,32.2268,70.75,86,100,4.32,moderate rain
396,Gizo,SB,-8.103,156.8419,84.63,73,4,10.42,clear sky
397,San Jose,US,37.3394,-121.895,50.0,93,75,4.61,mist
398,Lompoc,US,34.6391,-120.4579,55.0,93,20,7.43,mist
399,Bongandanga,CD,1.5,21.05,81.81,65,100,4.25,overcast clouds
400,Alyangula,AU,-13.8483,136.4192,89.6,62,68,8.05,broken clouds
401,Derzhavinsk,KZ,51.1,66.3167,4.78,87,100,14.23,overcast clouds
402,Quang Ngai,VN,15.1167,108.8,65.66,89,100,8.05,light rain
403,Lethem,GY,3.3803,-59.7968,74.21,88,99,5.99,overcast clouds
404,Richards Bay,ZA,-28.783,32.0377,84.6,55,8,8.03,clear sky
405,Remanso,BR,-9.6179,-42.0831,77.94,59,71,5.37,broken clouds
406,Naze,JP,28.3667,129.4833,50.0,76,75,14.97,broken clouds
407,Khandyga,RU,62.6667,135.6,-34.49,83,100,2.13,overcast clouds
408,Hervey Bay,AU,-25.2986,152.8535,68.0,94,90,12.66,light rain
409,Kieta,PG,-6.2167,155.6333,81.9,70,56,3.69,broken clouds
410,Barpathar,IN,26.3,93.8667,73.4,53,6,4.47,haze
411,Tukrah,LY,32.5341,20.5791,71.47,40,0,15.5,clear sky
412,Hambantota,LK,6.1241,81.1185,78.8,100,90,5.75,light rain
413,Ilo,PE,-17.6394,-71.3375,69.66,81,85,7.63,overcast clouds
414,Tiszanana,HU,47.5667,20.5333,30.0,100,40,4.61,mist
415,Alindao,CF,5.0267,21.2088,84.9,55,99,3.65,overcast clouds
416,Pontalina,BR,-17.525,-49.4472,71.22,74,93,2.77,overcast clouds
417,Mananjary,MG,-21.2167,48.3333,85.3,63,42,9.48,scattered clouds
418,Palimbang,PH,6.2106,124.1894,82.71,74,90,2.39,overcast clouds
419,Beberibe,BR,-4.1797,-38.1306,80.6,78,40,9.22,scattered clouds
420,Grindavik,IS,63.8424,-22.4338,26.6,59,75,21.85,light snow
421,Tiznit,MA,29.5833,-9.5,48.16,82,67,7.36,light rain
422,High Level,CA,58.5169,-117.136,-0.4,85,1,3.44,clear sky
423,Namatanai,PG,-3.6667,152.4333,81.79,74,97,9.24,overcast clouds
424,Tabora,TZ,-5.0167,32.8,68.0,88,75,11.5,moderate rain
425,Whitehaven,GB,54.549,-3.5841,28.99,89,69,5.61,broken clouds
426,Codrington,AU,-38.2667,141.9667,67.15,68,0,12.12,clear sky
427,Pacific Grove,US,36.6177,-121.9166,52.0,93,1,4.61,clear sky
428,Gaborone,BW,-24.6545,25.9086,77.0,69,0,4.61,clear sky
429,San Felipe,VE,10.3399,-68.7425,70.81,92,100,1.12,overcast clouds
430,Esik,KZ,43.3552,77.4525,12.2,85,40,4.47,mist
431,Hokitika,NZ,-42.7167,170.9667,60.15,85,72,9.4,broken clouds
432,Sakakah,SA,29.9697,40.2064,55.4,47,0,9.22,clear sky
433,Praia Da Vitoria,PT,38.7333,-27.0667,55.4,94,40,4.23,scattered clouds
434,Port-Gentil,GA,-0.7193,8.7815,80.6,94,40,2.3,scattered clouds
435,Alta Floresta,BR,-9.8756,-56.0861,71.26,88,100,1.66,overcast clouds
436,Port Keats,AU,-14.25,129.55,88.66,66,76,9.01,broken clouds
437,Los Llanos De Aridane,ES,28.6585,-17.9182,57.2,77,40,14.97,scattered clouds
438,Tiksi,RU,71.6872,128.8694,-17.0,89,100,13.22,overcast clouds
439,Carutapera,BR,-1.195,-46.02,78.01,83,46,7.11,scattered clouds
440,Saint Anthony,US,45.0205,-93.218,15.8,92,90,3.44,mist
441,Shubarshi,KZ,48.5872,57.1869,29.35,95,100,17.2,overcast clouds
442,Tetouan,MA,35.5711,-5.3724,51.8,76,75,18.41,broken clouds
443,Manzanillo,CU,20.3433,-77.1167,69.48,86,1,2.04,clear sky
444,Vuktyl,RU,63.8567,57.3094,-5.58,90,0,4.41,clear sky
445,Pandan,PH,14.0453,124.1694,75.74,87,100,27.11,light rain
446,Trapani,IT,37.8333,12.6667,62.01,67,75,24.16,broken clouds
447,Simbahan,PH,6.3032,120.5836,82.38,70,94,2.57,overcast clouds
448,Karratha,AU,-20.7377,116.8463,98.98,31,53,10.42,broken clouds
449,Dawlatabad,AF,36.4141,64.9053,29.37,85,0,2.93,clear sky
450,Atbasar,KZ,51.8,68.3333,3.87,88,100,10.74,overcast clouds
451,Tam Ky,VN,15.5667,108.4833,66.2,72,75,8.05,light rain
452,Mingguang,CN,32.7802,117.9638,35.56,60,0,6.98,clear sky
453,Tubuala,PA,9.5167,-79.0333,75.2,88,40,12.66,scattered clouds
454,Kabarnet,KE,0.4919,35.743,75.94,32,52,6.46,broken clouds
455,Kysyl-Syr,RU,63.8986,122.7617,-29.54,83,100,3.98,overcast clouds
456,Mongomo,GQ,1.6274,11.3135,74.32,81,68,2.48,broken clouds
457,Upington,ZA,-28.4478,21.2561,86.0,45,0,2.3,clear sky
458,Ambilobe,MG,-13.2,49.05,88.47,59,0,4.36,clear sky
459,Dunedin,NZ,-45.8742,170.5036,57.0,76,100,1.01,overcast clouds
460,Pesochnoye,RU,58.006,39.1772,9.12,95,85,6.26,snow
461,San Luis,AR,-33.295,-66.3356,60.44,76,7,4.79,clear sky
462,Souillac,MU,-20.5167,57.5167,84.2,74,40,10.36,scattered clouds
463,Sovetskaya Gavan,RU,48.9723,140.2878,-7.19,77,59,7.0,broken clouds
464,Ambovombe,MG,-25.1667,46.0833,89.85,51,0,7.09,clear sky
465,Santo Angelo,BR,-28.2992,-54.2631,64.4,88,0,10.36,clear sky
466,Santa Marta,CO,11.2408,-74.199,82.99,70,100,11.39,overcast clouds
467,Jiazi,CN,22.8779,116.067,56.16,34,29,10.27,scattered clouds
468,Nizwa,OM,22.9333,57.5333,69.28,19,0,2.39,clear sky
469,Waitati,NZ,-45.75,170.5667,57.0,76,100,1.01,overcast clouds
470,Urengoy,RU,65.9667,78.3667,-15.79,89,82,2.3,broken clouds
471,Ankazoabo,MG,-22.2833,44.5167,93.97,38,0,6.04,clear sky
472,Ostrovnoy,RU,68.0531,39.5131,9.32,93,99,9.71,overcast clouds
473,Baykit,RU,61.67,96.37,-6.39,83,100,2.13,overcast clouds
474,Kariba,ZW,-16.5167,28.8,80.44,76,100,1.63,moderate rain
475,Basco,PH,20.4487,121.9702,65.61,80,98,30.76,overcast clouds
476,Mancio Lima,BR,-7.6142,-72.8958,70.0,92,68,2.13,broken clouds
477,Hammond,US,41.5834,-87.5,32.0,74,90,5.75,overcast clouds
478,Registro,BR,-24.4875,-47.8436,71.89,98,89,0.98,overcast clouds
479,Chicama,PE,-7.8447,-79.1469,69.31,86,94,5.23,overcast clouds
480,Puerto Madryn,AR,-42.7692,-65.0385,65.41,33,0,21.63,clear sky
481,Verkhnyaya Inta,RU,65.9811,60.3094,-5.93,91,35,7.63,scattered clouds
482,Panzhihua,CN,26.5851,101.7128,65.88,35,16,1.92,few clouds
483,Vostok,RU,46.4856,135.8833,-17.63,88,99,2.77,overcast clouds
484,Chapais,CA,49.7834,-74.8492,8.6,85,1,4.61,clear sky
485,Baiyin,CN,36.5583,104.2081,21.2,30,0,2.24,clear sky
486,Mirnyy,RU,62.5353,113.9611,-3.77,91,100,7.38,overcast clouds
487,Severnoye,RU,56.3491,78.3619,-2.83,91,100,14.16,overcast clouds
488,Barcelona,ES,41.3888,2.159,44.01,87,75,19.57,light rain
489,Consolacion Del Sur,CU,22.5047,-83.5136,66.18,80,56,6.58,broken clouds
490,Jieshi,CN,22.8134,115.8257,57.0,22,26,3.0,scattered clouds
491,Gusev,RU,54.5922,22.1997,25.97,98,100,5.3,overcast clouds
492,Paraiso,CR,9.8383,-83.8656,68.0,73,0,9.22,clear sky
493,Stephenville,US,32.2207,-98.2023,33.01,86,1,3.44,clear sky
494,Gladstone,AU,-23.85,151.25,75.2,69,40,14.97,light rain
495,Mehran,IR,33.1222,46.1646,50.0,25,0,4.61,clear sky
496,Walvis Bay,NA,-22.9575,14.5053,68.0,77,90,12.66,overcast clouds
497,Ketou,BJ,7.3633,2.5998,80.94,73,98,4.81,overcast clouds
498,Waipawa,NZ,-41.4122,175.5153,64.99,72,40,4.61,scattered clouds
499,Santa Comba,ES,43.0331,-8.8093,37.99,90,5,1.99,clear sky
500,Sindor,RU,62.8629,51.8905,3.6,94,90,5.7,overcast clouds
501,San Cristobal,VE,7.7669,-72.225,64.04,84,91,1.54,moderate rain
502,Madarounfa,NE,13.3087,7.156,64.4,32,0,11.5,clear sky
503,Okmulgee,US,35.6234,-95.9605,30.81,95,0,1.01,clear sky
504,Vestmannaeyjar,IS,63.4427,-20.2734,24.06,88,0,29.17,clear sky
505,Nador,MA,35.174,-2.9287,55.4,94,75,4.61,mist
506,Ursulo Galvan,MX,22.7333,-98.3,64.0,76,9,3.22,clear sky
507,Cutro,IT,39.0353,16.9819,50.0,81,75,9.22,broken clouds
508,Trairi,BR,-3.2778,-39.2689,79.03,78,62,10.94,broken clouds
509,Dobrinka,RU,52.1653,40.4731,27.54,98,100,5.21,overcast clouds
510,Jumla,NP,29.2747,82.1838,60.01,25,95,6.17,overcast clouds
511,Dustlik,UZ,40.5247,68.0358,32.18,84,0,4.63,clear sky
512,Hay River,CA,60.8156,-115.7999,17.6,79,45,6.91,scattered clouds
513,Killybegs,IE,54.6333,-8.45,33.01,93,90,5.01,overcast clouds
514,Lillooet,CA,50.6856,-121.942,34.0,100,90,2.3,mist
515,Lodwar,KE,3.1191,35.5973,90.19,30,30,11.05,scattered clouds
516,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,1.4,71,0,4.47,clear sky
517,Skibbereen,IE,51.55,-9.2667,28.4,80,0,9.22,clear sky
518,Atherton,GB,53.5237,-2.4935,33.01,84,1,1.01,clear sky
519,La Rioja,ES,42.25,-2.5,32.0,93,40,4.61,snow
520,Brzeziny,PL,51.8002,19.7514,33.01,93,90,6.91,light snow
521,Jaisalmer,IN,26.9147,70.9181,70.93,23,0,18.54,clear sky
522,Lasa,IT,46.6166,10.7002,21.2,72,0,6.91,clear sky
523,Griffith,US,41.5284,-87.4237,32.0,74,90,5.75,overcast clouds
524,Mizdah,LY,31.4451,12.9801,66.42,33,0,8.43,clear sky
525,Karlskrona,SE,56.1616,15.5866,32.0,100,75,5.75,light snow
526,Yakuplu,TR,40.9889,28.6758,50.0,93,75,13.8,light rain
527,San Isidro,PE,-12.1167,-77.05,68.0,88,90,10.36,overcast clouds
528,Kankon,IN,15.0167,74.0167,87.8,58,75,4.61,broken clouds
529,Plouzane,FR,48.3833,-4.6167,32.0,86,0,5.75,clear sky
530,Smidovich,RU,48.6,133.8167,-10.77,74,0,3.78,clear sky
531,Coahuayana,MX,18.7333,-103.6833,69.8,73,1,8.05,clear sky
532,Luderitz,NA,-26.6481,15.1594,70.34,60,25,7.09,scattered clouds
533,Hanmer Springs,NZ,-42.5167,172.8167,57.72,80,2,1.36,clear sky
534,Kupang,ID,-10.1667,123.5833,80.6,94,75,4.61,broken clouds
535,Aklavik,CA,68.2191,-135.0107,10.4,92,99,3.44,overcast clouds
536,Parkes,AU,-33.1333,148.1833,84.0,28,2,1.99,clear sky
537,Poitiers,FR,46.5833,0.3333,30.99,93,90,13.8,overcast clouds
538,Tarrega,ES,41.647,1.1396,37.0,96,100,12.35,light snow
539,Bo Rai,TH,12.5728,102.5371,91.4,40,0,12.66,clear sky
540,Klyuchi,RU,52.2667,79.1667,-6.88,88,100,10.65,overcast clouds
541,Fairbanks,US,64.8378,-147.7164,9.0,77,40,1.14,scattered clouds
542,Batagay,RU,67.6333,134.6333,-20.99,86,100,1.52,overcast clouds
543,Nacala,MZ,-14.5428,40.6728,84.2,74,40,11.5,scattered clouds
544,Iskateley,RU,67.6803,53.1512,1.56,94,96,4.65,overcast clouds
545,Tilichiki,RU,60.4667,166.1,-7.51,86,0,10.16,clear sky
546,Jizan,SA,17.3333,42.6667,80.6,65,40,11.5,scattered clouds
547,Road Town,VG,18.4167,-64.6167,75.99,85,100,5.99,overcast clouds
548,Hit,IQ,33.6416,42.8251,58.55,31,100,3.96,overcast clouds
549,Te Anau,NZ,-45.4167,167.7167,54.81,83,100,3.8,overcast clouds
550,Ketchikan,US,55.3422,-131.6461,36.39,87,100,7.36,light rain
551,Bissora,GW,12.2231,-15.4475,68.0,94,0,2.3,clear sky
552,Kant,IN,27.8,79.8,81.19,39,0,10.27,clear sky
553,Nara,JP,34.6851,135.8049,39.99,44,40,16.11,scattered clouds
554,Havelock,US,34.8791,-76.9013,37.4,93,90,19.57,mist
555,Akyab,MM,20.15,92.9,80.8,58,65,6.87,broken clouds
556,Palmer,US,42.1584,-72.3287,25.0,58,1,6.91,clear sky
557,Bathurst,AU,-33.4166,149.5806,77.0,41,6,3.0,clear sky
558,Montecristi,EC,-1.05,-80.6667,77.0,83,90,4.61,light rain
559,Koygorodok,RU,60.445,50.9968,12.04,96,86,4.5,overcast clouds
560,Amapa,BR,1.0,-52.0,70.84,98,82,2.13,broken clouds
561,Komsomolskiy,UZ,40.4272,71.7189,24.8,68,40,4.61,mist
562,Algiers,DZ,36.7525,3.042,60.8,67,40,9.22,scattered clouds
563,Sinjar,IQ,36.3209,41.8754,54.0,37,100,2.75,overcast clouds
564,Bull Savanna,JM,17.8868,-77.5902,70.95,84,71,4.94,broken clouds
565,Qaqortoq,GL,60.7167,-46.0333,41.0,42,90,28.77,light snow
566,Odweyne,SO,9.4092,45.064,74.41,26,1,15.46,clear sky
567,Kuliyapitiya,LK,7.4688,80.0401,80.6,83,75,6.91,moderate rain
568,Eydhafushi,MV,5.1033,73.0708,82.2,73,100,5.39,light rain
569,Lata,PT,40.1629,-8.3327,37.99,59,0,11.99,clear sky
570,Baleno,PH,12.4739,123.4982,76.84,85,100,20.45,overcast clouds
571,Harlingen,US,26.1906,-97.6961,57.0,93,1,4.61,clear sky
572,Miramar,US,25.9873,-80.2323,61.0,72,75,8.05,broken clouds
573,Volgorechensk,RU,57.4393,41.1555,14.0,85,90,8.95,light snow
574,The Valley,AI,18.217,-63.0578,77.0,78,40,10.36,scattered clouds
575,Ati,TD,13.2154,18.3353,80.62,17,7,16.13,clear sky
576,Mayo,US,38.8876,-76.5119,35.01,69,1,6.91,clear sky
577,Sinnamary,GF,5.3833,-52.95,77.41,88,100,13.0,overcast clouds
578,Wajir,KE,1.7471,40.0573,85.46,36,0,10.78,clear sky
579,Souris,CA,49.6172,-100.2612,5.0,85,90,8.05,mist
580,Tabou,CI,4.423,-7.3528,79.47,83,0,4.47,clear sky
581,Zalantun,CN,48.0,122.7167,-0.42,81,0,6.98,clear sky
582,Weligama,LK,5.9667,80.4167,80.58,82,100,2.66,moderate rain
583,Sidi Ali,DZ,36.0998,0.4206,56.16,77,98,12.17,overcast clouds
584,Brusyliv,UA,50.2845,29.5263,33.01,100,90,6.71,light snow
585,Canberra,AU,-35.2835,149.1281,81.0,32,0,8.05,clear sky
586,Bela Vista,BR,-22.1089,-56.5211,73.58,81,93,4.0,overcast clouds
587,Chiang Klang,TH,19.2938,100.8617,82.4,42,0,9.22,clear sky
588,Adra,ES,36.7496,-3.0206,55.4,62,40,6.91,scattered clouds
589,Yarmouth,US,41.7057,-70.2286,35.6,69,90,12.66,overcast clouds
590,Hovd,MN,48.0056,91.6419,-4.29,83,100,3.56,light snow
591,Axim,GH,4.8699,-2.2405,80.73,80,88,6.87,overcast clouds
592,Shanghai,CN,31.2222,121.4581,39.99,17,0,11.18,clear sky
593,Duobao,CN,30.67,112.6895,43.14,48,83,4.34,broken clouds
594,Haukipudas,FI,65.1765,25.3523,14.0,92,0,2.3,clear sky
595,Grand-Santi,GF,4.25,-54.3833,70.27,97,42,1.36,scattered clouds
596,Northam,GB,51.0333,-4.2167,33.01,92,53,7.0,broken clouds
597,Huarmey,PE,-10.0681,-78.1522,69.39,88,73,6.38,broken clouds
598,Vazante,BR,-17.9869,-46.9078,70.18,86,99,2.51,light rain
599,Bara,NG,10.3744,10.7288,82.8,17,100,12.59,overcast clouds
600,Mareeba,AU,-17.0,145.4333,78.01,100,75,4.61,light rain
601,Raahe,FI,64.6833,24.4833,14.0,92,0,2.3,clear sky
602,Gewane,ET,10.1664,40.6453,77.16,30,51,7.09,broken clouds
603,Kollam,IN,8.8833,76.6,87.8,70,75,4.81,broken clouds
604,Magadan,RU,59.5667,150.8,-1.25,81,97,5.84,overcast clouds
605,Noumea,NC,-22.2763,166.4572,84.0,100,90,5.75,heavy intensity rain
606,Omidiyeh,IR,30.7597,49.705,59.0,67,0,5.1,clear sky
607,Puerto Del Rosario,ES,28.5004,-13.8627,57.2,77,40,11.5,scattered clouds
608,Nyurba,RU,63.2842,118.3319,-17.52,87,98,6.64,overcast clouds
609,Mahdalynivka,UA,48.921,34.9156,32.0,93,90,6.71,mist
610,Ipixuna,BR,-1.7625,-48.8043,75.2,94,0,4.61,clear sky
611,Cay,TR,38.5917,31.0286,49.82,70,72,7.96,broken clouds
612,Tandalti,SD,13.0167,31.8667,84.63,25,0,15.26,clear sky
613,Pravia,ES,43.4906,-6.1508,37.0,93,75,8.05,light snow
614,Araouane,ML,18.9048,-3.5265,76.03,17,0,9.73,clear sky
615,Boende,CD,-0.2167,20.8667,80.91,73,81,3.22,broken clouds
616,Inhambane,MZ,-23.865,35.3833,86.0,62,40,8.05,scattered clouds
617,Ancud,CL,-41.8697,-73.8203,50.0,87,40,9.22,scattered clouds
618,Sijunjung,ID,-0.6876,100.9537,76.06,87,100,1.57,overcast clouds
619,Golpayegan,IR,33.4537,50.2884,41.38,44,0,3.11,clear sky
620,Miraflores,MX,19.2167,-98.8083,57.2,58,75,5.75,broken clouds
621,Pangkalanbuun,ID,-2.6833,111.6167,80.56,86,100,3.33,light rain
622,Micheweni,TZ,-4.9667,39.8333,82.81,72,29,14.38,scattered clouds
623,Dubai,AE,25.2582,55.3047,69.8,28,0,12.66,clear sky
624,Salima,MW,-13.7804,34.4587,85.17,61,100,4.03,light rain
625,Kozmodemyansk,RU,56.3367,46.5711,17.6,93,90,6.71,overcast clouds
626,Cap Malheureux,MU,-19.9842,57.6142,84.99,73,13,5.99,few clouds
627,Formosa,AR,-26.1775,-58.1781,75.2,94,0,3.44,clear sky
628,Mikhaylovka,RU,50.06,43.2379,34.0,94,100,3.0,snow
629,Rovnoye,RU,50.7765,46.0509,34.39,99,100,8.21,moderate rain
630,Turukhansk,RU,65.8167,87.9833,-9.02,91,100,5.17,overcast clouds
631,Sorong,ID,-0.8833,131.25,83.88,73,100,7.45,overcast clouds
632,Adrar,MR,20.5022,-10.0711,60.94,65,0,11.86,clear sky
633,Robe,AU,-37.1833,139.75,68.95,61,0,16.69,clear sky
634,Nouakchott,MR,18.0858,-15.9785,62.6,82,50,18.41,scattered clouds
635,Kamaishi,JP,39.2667,141.8833,21.2,93,75,2.3,light snow
636,San Patricio,US,28.017,-97.5169,48.2,76,1,8.05,clear sky
637,Pangoa,PE,-12.1167,-73.0,67.21,96,100,1.72,moderate rain
638,Les Escoumins,CA,48.1111,-69.0236,28.4,69,98,16.11,overcast clouds
639,Vestmanna,FO,62.1564,-7.1664,37.4,87,40,25.32,light snow
640,Valdemarpils,LV,57.3707,22.5919,26.6,100,90,10.36,overcast clouds
641,Dilijan,AM,40.741,44.8636,41.05,60,5,8.77,clear sky
642,Svetlaya,RU,46.5389,138.3297,-1.14,80,100,9.62,overcast clouds
643,Nuuk,GL,64.1835,-51.7216,26.01,50,20,4.61,few clouds
644,Kristianstad,SE,56.0313,14.1524,32.0,93,75,4.61,broken clouds
645,Brae,GB,60.3964,-1.353,42.8,81,75,32.21,moderate rain
646,Charlestown,AU,-32.95,151.6667,73.0,93,2,8.25,clear sky
647,Jasper,US,37.2001,-94.3502,28.0,86,1,3.36,clear sky
648,Zhezkazgan,KZ,47.8043,67.7144,-5.94,87,49,7.9,scattered clouds
649,Paita,PE,-5.0892,-81.1144,68.9,87,67,6.38,broken clouds
650,Banda Aceh,ID,5.5577,95.3222,82.89,73,96,10.58,overcast clouds
651,Isoka,ZM,-10.1606,32.6335,65.14,97,100,6.2,light rain
652,Nelson Bay,AU,-32.7167,152.15,73.4,68,40,12.66,scattered clouds
653,Viedma,AR,-40.8135,-62.9967,64.0,66,0,1.99,clear sky
654,Tura,IN,25.5198,90.2201,77.9,39,100,6.33,overcast clouds
655,Mogadishu,SO,2.0371,45.3438,81.72,55,0,21.43,clear sky
656,Sungaipenuh,ID,-2.0833,101.3833,71.89,84,100,3.71,moderate rain
657,Ozoir-La-Ferriere,FR,48.767,2.6687,32.0,93,41,5.75,mist
658,Itoman,JP,26.1247,127.6694,53.6,66,75,20.71,broken clouds
659,Barra Patuca,HN,15.8,-84.2833,74.62,79,100,6.71,overcast clouds
660,Alekseyevskaya,RU,50.2896,42.1845,32.0,91,100,5.14,snow
661,Sao Sebastiao,BR,-23.76,-45.4097,75.04,85,77,0.85,broken clouds
